product_name,image_url,source_page,notes
Bingo Mad Angles Achari Masti 72g,https://www.bbassets.com/media/uploads/p/s/40105754_1.jpg,https://www.bigbasket.com/pd/40105754/bingo-mad-angles-achari-masti-72-5-g/,Matched via curated map
Bisleri Water 1L (Pack of 12),https://www.bbassets.com/media/uploads/p/s/40245905_1.jpg,https://www.bigbasket.com/pd/40245905/bisleri-mineral-water-1-l-pack-of-12/,Matched via curated map
Bournvita Health Drink 500g,https://www.bbassets.com/media/uploads/p/s/265423_1.jpg,https://www.bigbasket.com/pd/265423/cadbury-bournvita-chocolate-health-drink-500-g-jar/,Matched via curated map
Britannia Cheese Garlic Bread 120g,https://www.bbassets.com/media/uploads/p/s/40149750_1.jpg,https://www.bigbasket.com/pd/40149750/britannia-cheese-garlic-bread-120-g/,Matched via curated map
Britannia Cream Cheese Spread 180g,https://www.bbassets.com/media/uploads/p/s/240792_1.jpg,https://www.bigbasket.com/pd/240792/britannia-cream-cheese-spread-plain-180-g-tub/,Matched via curated map
Britannia Fruit Cake 250g,https://www.bbassets.com/media/uploads/p/s/40128966_1.jpg,https://www.bigbasket.com/pd/40128966/britannia-fruit-cake-250-g/,Matched via curated map
Britannia Good Day Butter Cookies 250g,https://www.bbassets.com/media/uploads/p/s/263025_1.jpg,https://www.bigbasket.com/pd/263025/britannia-good-day-butter-cookies-250-g/,Matched via curated map
Britannia Milk Rusk 230g,https://www.bbassets.com/media/uploads/p/s/241019_1.jpg,https://www.bigbasket.com/pd/241019/britannia-premium-bake-rusk-milk-230-g/,Matched via curated map
Britannia Whole Wheat Bread 400g,https://www.bbassets.com/media/uploads/p/s/40097069_1.jpg,https://www.bigbasket.com/pd/40097069/britannia-100-whole-wheat-bread-400-g/,Matched via curated map
Butter Croissants 4pc,https://www.bbassets.com/media/uploads/p/s/40141746_1.jpg,https://www.bigbasket.com/pd/40141746/english-oven-butter-croissant-pack-of-4/,Matched via curated map
Cadbury 5 Star Chocolate Bar 40g (Pack of 5),https://www.bbassets.com/media/uploads/p/s/40175098_1.jpg,https://www.bigbasket.com/pd/40175098/cadbury-5-star-chocolate-bar-40-g-pack-of-5/,Matched via curated map
Cadbury Dairy Milk Silk 150g,https://www.bbassets.com/media/uploads/p/s/40021505_1.jpg,https://www.bigbasket.com/pd/40021505/cadbury-dairy-milk-silk-chocolate-bar-150-g/,Matched via curated map
Cadbury Gems 17.8g (Pack of 12),https://www.bbassets.com/media/uploads/p/s/40242766_1.jpg,https://www.bigbasket.com/pd/40242766/cadbury-gems-17-8-g-pack-of-12/,Matched via curated map
Catch Red Chilli Powder 200g,https://www.bbassets.com/media/uploads/p/s/30005802_1.jpg,https://www.bigbasket.com/pd/30005802/catch-red-chilli-powder-200-g-pouch/,Matched via curated map
Catch Turmeric Powder 200g,https://www.bbassets.com/media/uploads/p/s/30005800_1.jpg,https://www.bigbasket.com/pd/30005800/catch-turmeric-powder-200-g-pouch/,Matched via curated map
Cerelac Baby Cereal Wheat 300g,https://www.bbassets.com/media/uploads/p/s/115541_1.jpg,https://www.bigbasket.com/pd/115541/nestle-cerelac-baby-cereal-with-milk-wheat-from-6-months-300-g/,Matched via curated map
Chana Dal 1kg,https://www.bbassets.com/media/uploads/p/s/204094_1.jpg,https://www.bigbasket.com/pd/204094/bb-royal-chana-dal-1-kg-pouch/,Matched via curated map
Cheese Slices 200g,https://www.bbassets.com/media/uploads/p/s/104808_1.jpg,https://www.bigbasket.com/pd/104808/amul-cheese-slices-200-g-pouch/,Generic name; mapped to Amul Cheese Slices
Choco Chip Cookies 200g,https://www.bbassets.com/media/uploads/p/s/40024263_1.jpg,https://www.bigbasket.com/pd/40024263/parle-hide-seek-chocolate-chip-cookies-200-g/,Matched via curated map
Closeup Everfresh Toothpaste 150g,https://www.bbassets.com/media/uploads/p/s/30003939_1.jpg,https://www.bigbasket.com/pd/30003939/closeup-everfresh-toothpaste-red-hot-150-g/,Matched via curated map
Coca-Cola 750ml,https://www.bbassets.com/media/uploads/p/s/251644_1.jpg,https://www.bigbasket.com/pd/251644/coca-cola-soft-drink-750-ml-bottle/,Matched via curated map
Cold Coffee 250ml,https://www.bbassets.com/media/uploads/p/s/40153016_1.jpg,https://www.bigbasket.com/pd/40153016/nescafe-ready-to-drink-cold-coffee-180-ml-tetra-pak/,Closest match: Nescafe 180ml
Colgate Strong Teeth Toothpaste 200g,https://www.bbassets.com/media/uploads/p/s/40186103_1.jpg,https://www.bigbasket.com/pd/40186103/colgate-strong-teeth-toothpaste-200-g/,Matched via curated map
Colin Glass Cleaner 500ml,https://www.bbassets.com/media/uploads/p/s/40130355_1.jpg,https://www.bigbasket.com/pd/40130355/colin-glass-surface-cleaner-liquid-spray-regular-500-ml/,Matched via curated map
Comfort After Wash Fabric Conditioner 860ml,https://www.bbassets.com/media/uploads/p/s/40052858_1.jpg,https://www.bigbasket.com/pd/40052858/comfort-after-wash-morning-fresh-fabric-conditioner-860-ml-pouch/,Matched via curated map
Complan Royale Chocolate 500g,https://www.bbassets.com/media/uploads/p/s/40023862_1.jpg,https://www.bigbasket.com/pd/40023862/complan-royale-chocolate-500-g-refill-pack/,Matched via curated map
Dabur Honey 500g,https://www.bbassets.com/media/uploads/p/s/112765_1.jpg,https://www.bigbasket.com/pd/112765/dabur-honey-100-pure-worlds-no-1-honey-brand-500-g-bottle/,Matched via curated map
Dabur Real Litchi Juice 1L,https://www.bbassets.com/media/uploads/p/s/40048810_1.jpg,https://www.bigbasket.com/pd/40048810/dabur-real-fruit-power-litchi-juice-1-l/,Matched via curated map
Dettol Antiseptic Liquid 250ml,https://www.bbassets.com/media/uploads/p/s/241099_1.jpg,https://www.bigbasket.com/pd/241099/dettol-antiseptic-disinfectant-liquid-250-ml-bottle/,Matched via curated map
Dettol Instant Hand Sanitizer 200ml,https://www.bbassets.com/media/uploads/p/s/40044126_1.jpg,https://www.bigbasket.com/pd/40044126/dettol-instant-hand-sanitizer-original-200-ml/,Matched via curated map
Dettol Original Soap 125g (Pack of 4),https://www.bbassets.com/media/uploads/p/s/40186447_1.jpg,https://www.bigbasket.com/pd/40186447/dettol-bathing-soap-bar-original-125-g-pack-of-4/,Matched via curated map
Domex Fresh Guard Toilet Cleaner 500ml,https://www.bbassets.com/media/uploads/p/s/40001284_1.jpg,https://www.bigbasket.com/pd/40001284/domex-fresh-guard-ocean-fresh-disinfectant-toilet-cleaner-500-ml/,Matched via curated map
Dove Body Wash 250ml,https://www.bbassets.com/media/uploads/p/s/40185866_1.jpg,https://www.bigbasket.com/pd/40185866/dove-deeply-nourishing-body-wash-250-ml/,Matched via curated map
Dove Shampoo 340ml,https://www.bbassets.com/media/uploads/p/s/40185931_1.jpg,https://www.bigbasket.com/pd/40185931/dove-intense-repair-shampoo-340-ml/,Matched via curated map
English Oven Burger Buns (Pack of 4),https://www.bbassets.com/media/uploads/p/s/40125825_1.jpg,https://www.bigbasket.com/pd/40125825/english-oven-burger-buns-pack-of-4/,Matched via curated map
Eno Fruit Salt Lemon 5g (Pack of 30),https://www.bbassets.com/media/uploads/p/s/40070791_1.jpg,https://www.bigbasket.com/pd/40070791/eno-fruit-salt-lemon-5-g-pack-of-30/,Matched via curated map
Epigamia Greek Yogurt Strawberry 90g,https://www.bbassets.com/media/uploads/p/s/40063485_1.jpg,https://www.bigbasket.com/pd/40063485/epigamia-greek-yogurt-strawberry-90-g-cup/,Matched via curated map
Everest Kitchen King Masala 100g,https://www.bbassets.com/media/uploads/p/s/30012637_1.jpg,https://www.bigbasket.com/pd/30012637/everest-kitchen-king-masala-100-g-pouch/,Matched via curated map
Fanta Orange 750ml,https://www.bbassets.com/media/uploads/p/s/251646_1.jpg,https://www.bigbasket.com/pd/251646/fanta-soft-drink-orange-flavoured-750-ml-bottle/,Matched via curated map
Fortune Sunlite Oil 1L,https://www.bbassets.com/media/uploads/p/s/40047893_1.jpg,https://www.bigbasket.com/pd/40047893/fortune-sunlite-refined-sunflower-oil-1-l-pouch/,Matched via curated map
Frooti Mango 1.2L,https://www.bbassets.com/media/uploads/p/s/40140826_1.jpg,https://www.bigbasket.com/pd/40140826/frooti-mango-drink-1-2-l-bottle/,Matched via curated map
Full Cream Milk 1L,https://www.bbassets.com/media/uploads/p/s/104953_2.jpg,https://www.bigbasket.com/pd/104953/amul-gold-homogenised-standardised-milk-1-l-pouch/,Matched via curated map - Amul Gold
Ghadi Detergent Powder 1kg,https://www.bbassets.com/media/uploads/p/s/40085419_1.jpg,https://www.bigbasket.com/pd/40085419/ghadi-detergent-powder-1-kg/,Matched via curated map
Gillette Guard Razor (Pack of 3),https://www.bbassets.com/media/uploads/p/s/40072131_1.jpg,https://www.bigbasket.com/pd/40072131/gillette-guard-razor-pack-of-3/,Matched via curated map
Glucon-D Orange 1kg,https://www.bbassets.com/media/uploads/p/s/40004752_1.jpg,https://www.bigbasket.com/pd/40004752/glucon-d-instant-energy-health-drink-orange-1-kg/,Matched via curated map
Go Cheese Grated Mozzarella 250g,https://www.bbassets.com/media/uploads/p/s/40063486_1.jpg,https://www.bigbasket.com/pd/40063486/go-cheese-shredded-mozzarella-250-g-pouch/,Matched via curated map
Good Knight Gold Flash 45ml,https://www.bbassets.com/media/uploads/p/s/40138791_1.jpg,https://www.bigbasket.com/pd/40138791/good-knight-gold-flash-liquid-vapourizer-machine-refill-45-ml/,Matched via curated map
Haldirams Aloo Bhujia 200g,https://www.bbassets.com/media/uploads/p/s/260651_1.jpg,https://www.bigbasket.com/pd/260651/haldirams-aloo-bhujia-200-g/,Matched via curated map
Harpic Power Plus 500ml,https://www.bbassets.com/media/uploads/p/s/224893_1.jpg,https://www.bigbasket.com/pd/224893/harpic-disinfectant-toilet-cleaner-liquid-original-500-ml/,Matched via curated map
Harvest Gold Multigrain Bread 450g,https://www.bbassets.com/media/uploads/p/s/40178613_1.jpg,https://www.bigbasket.com/pd/40178613/harvest-gold-hearty-brown-bread-450-g/,Matched via curated map
Head & Shoulders Anti Dandruff Shampoo 340ml,https://www.bbassets.com/media/uploads/p/s/40185945_1.jpg,https://www.bigbasket.com/pd/40185945/head-shoulders-anti-dandruff-shampoo-smooth-silky-340-ml/,Matched via curated map
Hide & Seek Chocolate Chip Cookies 200g,https://www.bbassets.com/media/uploads/p/s/40024263_2.jpg,https://www.bigbasket.com/pd/40024263/parle-hide-seek-chocolate-chip-cookies-200-g/,Matched via curated map - BigBasket
Himalaya Neem Face Wash 200ml,https://www.bbassets.com/media/uploads/p/s/40064204_1.jpg,https://www.bigbasket.com/pd/40064204/himalaya-purifying-neem-face-wash-200-ml/,Matched via curated map
Horlicks Classic Malt 500g,https://www.bbassets.com/media/uploads/p/s/40020979_1.jpg,https://www.bigbasket.com/pd/40020979/horlicks-health-nutrition-drink-classic-malt-500-g-jar/,Matched via curated map
Instant Noodles 4pk,https://www.bbassets.com/media/uploads/p/s/40040012_1.jpg,https://www.bigbasket.com/pd/40040012/maggi-2-minute-instant-noodles-masala-70-g-pack-of-4/,Matched via curated map
Kelloggs Chocos 375g,https://www.bbassets.com/media/uploads/p/s/218414_1.jpg,https://www.bigbasket.com/pd/218414/kelloggs-chocos-chocolaty-breakfast-375-g/,Matched via curated map
Kelloggs Corn Flakes 475g,https://www.bbassets.com/media/uploads/p/s/218413_1.jpg,https://www.bigbasket.com/pd/218413/kelloggs-corn-flakes-original-475-g/,Matched via curated map
Kissan Mixed Fruit Jam 500g,https://www.bbassets.com/media/uploads/p/s/263299_1.jpg,https://www.bigbasket.com/pd/263299/kissan-mixed-fruit-jam-500-g-jar/,Matched via curated map
Knorr Tomato Soup 53g,https://www.bbassets.com/media/uploads/p/s/40004750_1.jpg,https://www.bigbasket.com/pd/40004750/knorr-classic-tomato-soup-53-g/,Matched via curated map
Kurkure Masala Munch 94g,https://www.bbassets.com/media/uploads/p/s/40094345_1.jpg,https://www.bigbasket.com/pd/40094345/kurkure-namkeen-masala-munch-94-g/,Matched via curated map
Lays Classic Salted Chips 52g,https://www.bbassets.com/media/uploads/p/s/40094327_1.jpg,https://www.bigbasket.com/pd/40094327/lays-potato-chips-classic-salted-52-g/,Matched via curated map
Lijjat Papad Masala 200g,https://www.bbassets.com/media/uploads/p/s/30009011_1.jpg,https://www.bigbasket.com/pd/30009011/lijjat-papad-masala-200-g/,Matched via curated map
Lijjat Papad Udad 200g,https://www.bbassets.com/media/uploads/p/s/30009006_1.jpg,https://www.bigbasket.com/pd/30009006/lijjat-papad-udad-plain-200-g/,Matched via curated map
Listerine Cool Mint Mouthwash 250ml,https://www.bbassets.com/media/uploads/p/s/40044206_1.jpg,https://www.bigbasket.com/pd/40044206/listerine-mouthwash-cool-mint-250-ml/,Matched via curated map
Lizol Disinfectant Floor Cleaner Citrus 500ml,https://www.bbassets.com/media/uploads/p/s/40001282_1.jpg,https://www.bigbasket.com/pd/40001282/lizol-disinfectant-surface-floor-cleaner-liquid-citrus-500-ml/,Matched via curated map
Maaza Mango Drink 600ml,https://www.bbassets.com/media/uploads/p/s/40138668_1.jpg,https://www.bigbasket.com/pd/40138668/maaza-mango-drink-600-ml-bottle/,Matched via curated map
Maggi 2-Minute Noodles Masala (Pack of 12),https://www.bbassets.com/media/uploads/p/s/40040022_1.jpg,https://www.bigbasket.com/pd/40040022/maggi-2-minute-instant-noodles-masala-70-g-pack-of-12/,Matched via curated map
Maggi Cup Noodles Masala 70g,https://www.bbassets.com/media/uploads/p/s/40019693_1.jpg,https://www.bigbasket.com/pd/40019693/maggi-cup-noodles-masala-70-g/,Matched via curated map
Maggi Hot & Sweet Tomato Chilli Sauce 1kg,https://www.bbassets.com/media/uploads/p/s/40014297_1.jpg,https://www.bigbasket.com/pd/40014297/maggi-hot-sweet-tomato-chilli-sauce-1-kg-bottle/,Matched via curated map
Maggi Pasta Penne 400g,https://www.bbassets.com/media/uploads/p/s/40020072_1.jpg,https://www.bigbasket.com/pd/40020072/maggi-pasta-penne-400-g/,Matched via curated map
Maggi Pazzta Cheese Macaroni 70g,https://www.bbassets.com/media/uploads/p/s/40019694_1.jpg,https://www.bigbasket.com/pd/40019694/maggi-pazzta-instant-pasta-cheese-macaroni-70-g/,Matched via curated map
McVities Digestive Biscuits 250g,https://www.bbassets.com/media/uploads/p/s/40024244_1.jpg,https://www.bigbasket.com/pd/40024244/mcvities-digestive-biscuits-250-g/,Matched via curated map
MDH Garam Masala 100g,https://www.bbassets.com/media/uploads/p/s/40023730_1.jpg,https://www.bigbasket.com/pd/40023730/mdh-masala-deggi-mirch-100-g/,Matched via curated map
Milky Mist Paneer 200g,https://www.bbassets.com/media/uploads/p/s/40028561_1.jpg,https://www.bigbasket.com/pd/40028561/milky-mist-premium-paneer-200-g-pouch/,Matched via curated map
Modern White Bread 400g,https://www.bbassets.com/media/uploads/p/s/40097078_1.jpg,https://www.bigbasket.com/pd/40097078/modern-super-white-bread-400-g/,Matched via curated map
Moong Dal 1kg,https://www.bbassets.com/media/uploads/p/s/204095_1.jpg,https://www.bigbasket.com/pd/204095/bb-royal-moong-dal-1-kg-pouch/,Matched via curated map
Mother Dairy Classic Curd 400g,https://www.bbassets.com/media/uploads/p/s/40026261_1.jpg,https://www.bigbasket.com/pd/40026261/mother-dairy-classic-curd-400-g-cup/,Matched via curated map
MTR Ready To Eat Poha 180g,https://www.bbassets.com/media/uploads/p/s/40023880_1.jpg,https://www.bigbasket.com/pd/40023880/mtr-ready-to-eat-poha-180-g-box/,Matched via curated map
MTR Ready To Eat Upma 180g,https://www.bbassets.com/media/uploads/p/s/40023876_1.jpg,https://www.bigbasket.com/pd/40023876/mtr-ready-to-eat-upma-180-g-box/,Matched via curated map
Nescafe Classic Coffee 100g,https://www.bbassets.com/media/uploads/p/s/263510_1.jpg,https://www.bigbasket.com/pd/263510/nescafe-classic-100-pure-instant-coffee-100-g-jar/,Matched via curated map
Nescafe Ready to Drink Cold Coffee 180ml,https://www.bbassets.com/media/uploads/p/s/40153016_2.jpg,https://www.bigbasket.com/pd/40153016/nescafe-ready-to-drink-cold-coffee-180-ml-tetra-pak/,Matched via curated map - BigBasket
Nestle A+ Slim Milk 1L,https://www.bbassets.com/media/uploads/p/s/40109851_1.jpg,https://www.bigbasket.com/pd/40109851/nestle-a-slim-milk-1-l-tetra-pak/,Matched via curated map
Nestle Milkmaid 400g,https://www.bbassets.com/media/uploads/p/s/100369_1.jpg,https://www.bigbasket.com/pd/100369/nestle-milkmaid-sweetened-condensed-milk-400-g-tin/,Matched via curated map
Nivea Body Lotion 400ml,https://www.bbassets.com/media/uploads/p/s/40072020_1.jpg,https://www.bigbasket.com/pd/40072020/nivea-body-milk-nourishing-lotion-400-ml/,Matched via curated map
Nutella Hazelnut Spread 350g,https://www.bbassets.com/media/uploads/p/s/40023818_1.jpg,https://www.bigbasket.com/pd/40023818/nutella-hazelnut-spread-with-cocoa-350-g-jar/,Matched via curated map
Odo Mos Mosquito Repellent Spray 100ml,https://www.bbassets.com/media/uploads/p/s/40131003_1.jpg,https://www.bigbasket.com/pd/40131003/odomos-mosquito-repellent-spray-100-ml/,Matched via curated map
Orange Juice 1L,https://www.bbassets.com/media/uploads/p/s/40048802_1.jpg,https://www.bigbasket.com/pd/40048802/tropicana-100-orange-juice-with-no-added-sugar-1-l-tetra-pak/,Generic name; mapped to Tropicana
Oreo Original Cream Biscuit 120g,https://www.bbassets.com/media/uploads/p/s/263176_1.jpg,https://www.bigbasket.com/pd/263176/cadbury-oreo-original-vanilla-cream-biscuit-120-g/,Matched via curated map
Paper Boat Aam Panna 200ml,https://www.bbassets.com/media/uploads/p/s/40094388_1.jpg,https://www.bigbasket.com/pd/40094388/paper-boat-drink-aam-panna-200-ml/,Matched via curated map
Parachute Coconut Oil 500ml,https://www.bbassets.com/media/uploads/p/s/40044345_1.jpg,https://www.bigbasket.com/pd/40044345/parachute-100-pure-coconut-oil-500-ml-bottle/,Matched via curated map
Parle Monaco Salted Biscuit 200g,https://www.bbassets.com/media/uploads/p/s/40023982_1.jpg,https://www.bigbasket.com/pd/40023982/parle-monaco-classic-regular-biscuit-200-g/,Matched via curated map
Parle-G Biscuits 250g,https://www.bbassets.com/media/uploads/p/s/241009_1.jpg,https://www.bigbasket.com/pd/241009/parle-g-original-glucose-biscuit-250-g/,Matched via curated map
Parle-G Gold Biscuits 100g,https://www.bbassets.com/media/uploads/p/s/40024258_1.jpg,https://www.bigbasket.com/pd/40024258/parle-g-gold-biscuits-100-g/,Matched via curated map
Pepsi 750ml,https://www.bbassets.com/media/uploads/p/s/251648_1.jpg,https://www.bigbasket.com/pd/251648/pepsi-soft-drink-750-ml-bottle/,Matched via curated map
Pepsodent Germicheck Toothpaste 200g,https://www.bbassets.com/media/uploads/p/s/30003941_1.jpg,https://www.bigbasket.com/pd/30003941/pepsodent-germicheck-cavity-protection-toothpaste-200-g/,Matched via curated map
Pillsbury Cookie Cake Chocolate 23g (Pack of 6),https://www.bbassets.com/media/uploads/p/s/40105765_1.jpg,https://www.bigbasket.com/pd/40105765/pillsbury-cookie-cake-chocolate-23-g-pack-of-6/,Matched via curated map
Pril Dishwash Liquid 425ml,https://www.bbassets.com/media/uploads/p/s/40001294_1.jpg,https://www.bigbasket.com/pd/40001294/pril-dishwash-liquid-gel-lime-425-ml/,Matched via curated map
Pringles Original 107g,https://www.bbassets.com/media/uploads/p/s/40037399_1.jpg,https://www.bigbasket.com/pd/40037399/pringles-potato-crisps-original-107-g/,Matched via curated map
Quaker Oats 1kg,https://www.bbassets.com/media/uploads/p/s/40025746_1.jpg,https://www.bigbasket.com/pd/40025746/quaker-oats-1-kg/,Matched via curated map
Rajma 500g,https://www.bbassets.com/media/uploads/p/s/204088_1.jpg,https://www.bigbasket.com/pd/204088/bb-royal-rajma-chitra-500-g-pouch/,Matched via curated map
Real Fruit Power Mixed Fruit 1L,https://www.bbassets.com/media/uploads/p/s/40048812_1.jpg,https://www.bigbasket.com/pd/40048812/dabur-real-fruit-power-mixed-fruit-juice-1-l/,Matched via curated map
Red Apples 1kg,https://www.bbassets.com/media/uploads/p/s/10000026_1.jpg,https://www.bigbasket.com/pd/10000026/fresho-apple-shimla-1-kg/,Matched via curated map
Red Bull Energy Drink 250ml,https://www.bbassets.com/media/uploads/p/s/40037474_1.jpg,https://www.bigbasket.com/pd/40037474/red-bull-energy-drink-250-ml-can/,Matched via curated map
Rin Advanced Detergent Bar 250g,https://www.bbassets.com/media/uploads/p/s/40052936_1.jpg,https://www.bigbasket.com/pd/40052936/rin-advanced-detergent-bar-250-g/,Matched via curated map
Rolled Oats 1kg,https://www.bbassets.com/media/uploads/p/s/40086429_1.jpg,https://www.bigbasket.com/pd/40086429/saffola-oats-1-kg/,Mapped to Saffola Oats
Saffola Gold Oil 1L,https://www.bbassets.com/media/uploads/p/s/261379_1.jpg,https://www.bigbasket.com/pd/261379/saffola-gold-refined-cooking-oil-blended-rice-bran-sunflower-oil-1-l-pouch/,Matched via curated map
Saffola Oats 1kg,https://www.bbassets.com/media/uploads/p/s/40086429_2.jpg,https://www.bigbasket.com/pd/40086429/saffola-oats-1-kg/,Matched via curated map - BigBasket
Salted Chips 150g,https://www.bbassets.com/media/uploads/p/s/40094327_2.jpg,https://www.bigbasket.com/pd/40094327/lays-potato-chips-classic-salted-52-g/,Generic name; mapped to Lays Salted. Different size.
Scotch-Brite Scrub Pad (Pack of 3),https://www.bbassets.com/media/uploads/p/s/30004115_1.jpg,https://www.bigbasket.com/pd/30004115/scotch-brite-scrub-pad-regular-pack-of-3/,Matched via curated map
Sprite Lemon-Lime 750ml,https://www.bbassets.com/media/uploads/p/s/251650_1.jpg,https://www.bigbasket.com/pd/251650/sprite-soft-drink-lime-flavoured-750-ml-bottle/,Matched via curated map
Sugar 1kg,https://www.bbassets.com/media/uploads/p/s/40082654_1.jpg,https://www.bigbasket.com/pd/40082654/bb-royal-sugar-sulphurless-1-kg-pouch/,Matched via curated map
Sundrop Peanut Butter Creamy 462g,https://www.bbassets.com/media/uploads/p/s/40072095_1.jpg,https://www.bigbasket.com/pd/40072095/sundrop-peanut-butter-creamy-462-g-jar/,Matched via curated map
Sunfeast Dark Fantasy Choco Fills 75g,https://www.bbassets.com/media/uploads/p/s/40024288_1.jpg,https://www.bigbasket.com/pd/40024288/sunfeast-dark-fantasy-choco-fills-75-g/,Matched via curated map
Sunsilk Shampoo 340ml,https://www.bbassets.com/media/uploads/p/s/40186019_1.jpg,https://www.bigbasket.com/pd/40186019/sunsilk-lusciously-thick-long-growth-shampoo-340-ml/,Matched via curated map
Surf Excel Easy Wash 1.5kg,https://www.bbassets.com/media/uploads/p/s/40052895_1.jpg,https://www.bigbasket.com/pd/40052895/surf-excel-easy-wash-detergent-powder-1-5-kg/,Matched via curated map
Surf Excel Matic Liquid 1L,https://www.bbassets.com/media/uploads/p/s/40052901_1.jpg,https://www.bigbasket.com/pd/40052901/surf-excel-matic-top-load-liquid-detergent-1-l/,Matched via curated map
Tang Orange 500g,https://www.bbassets.com/media/uploads/p/s/40014343_1.jpg,https://www.bigbasket.com/pd/40014343/tang-instant-drink-mix-orange-500-g/,Matched via curated map
Tata Salt 1kg,https://www.bbassets.com/media/uploads/p/s/208893_1.jpg,https://www.bigbasket.com/pd/208893/tata-salt-iodised-salt-vacuum-evaporated-1-kg-pouch/,Matched via curated map
Tata Tea Gold 500g,https://www.bbassets.com/media/uploads/p/s/40083741_1.jpg,https://www.bigbasket.com/pd/40083741/tata-tea-gold-500-g/,Matched via curated map
Tetley Green Tea Lemon 25 Bags,https://www.bbassets.com/media/uploads/p/s/40029502_1.jpg,https://www.bigbasket.com/pd/40029502/tetley-green-tea-lemon-25-bags/,Matched via curated map
Thick Curd 500g,https://www.bbassets.com/media/uploads/p/s/40026261_2.jpg,https://www.bigbasket.com/pd/40026261/mother-dairy-classic-curd-400-g-cup/,Closest match: Mother Dairy 400g
Too Yumm Multigrain Chips 54g,https://www.bbassets.com/media/uploads/p/s/40094378_1.jpg,https://www.bigbasket.com/pd/40094378/too-yumm-multigrain-chips-chinese-hot-sour-54-g/,Matched via curated map
Toor Dal 1kg,https://www.bbassets.com/media/uploads/p/s/204093_1.jpg,https://www.bigbasket.com/pd/204093/bb-royal-toor-arhar-dal-1-kg-pouch/,Matched via curated map
